TICKER,CNAME,ACTDATS,ESTIMATOR,ANALYS,FPI,MEASURE,VALUE,FPEDATS,REVDATS,REVTIMS,ANNDATS,ANNTIMS,ACTUAL,ANNDATS_ACT,ANNTIMS_ACT
NFLX,NETFLIX INC.,20030610,220,57596,1,EPS,-0.0029,20031231,20030610,10:32:20,20030610,7:49:00,0.0393,20040121,17:49:00
NFLX,NETFLIX INC.,20030617,481,81599,1,EPS,0.0107,20031231,20030701,10:37:17,20030617,9:55:00,0.0393,20040121,17:49:00
NFLX,NETFLIX INC.,20030708,2178,1324,1,EPS,0.03,20031231,20030708,10:07:03,20030708,8:51:00,0.0393,20040121,17:49:00
NFLX,NETFLIX INC.,20030718,220,57596,1,EPS,0.0221,20031231,20030718,15:56:41,20030718,15:56:00,0.0393,20040121,17:49:00
NFLX,NETFLIX INC.,20030721,481,81599,1,EPS,0.01,20031231,20030721,8:53:28,20030718,18:02:00,0.0393,20040121,17:49:00
NFLX,NETFLIX INC.,20030724,2227,82629,1,EPS,0.025,20031231,20030724,12:31:24,20030724,10:57:00,0.0393,20040121,17:49:00
NFLX,NETFLIX INC.,20030805,2178,1324,1,EPS,0.0121,20031231,20030805,11:56:26,20030801,14:37:00,0.0393,20040121,17:49:00
NFLX,NETFLIX INC.,20030903,1212,54636,1,EPS,0.0229,20031231,20031009,3:09:59,20030902,18:04:00,0.0393,20040121,17:49:00
NFLX,NETFLIX INC.,20030916,1872,6749,1,EPS,0.0229,20031231,20031007,9:00:03,20030915,22:10:00,0.0393,20040121,17:49:00
NFLX,NETFLIX INC.,20030929,104,22953,1,EPS,0.0286,20031231,20031013,9:48:03,20030929,7:37:00,0.0393,20040121,17:49:00
NFLX,NETFLIX INC.,20031006,481,81599,1,EPS,0.0314,20031231,20031007,9:14:52,20031006,10:05:00,0.0393,20040121,17:49:00
NFLX,NETFLIX INC.,20031016,1872,6749,1,EPS,0.0357,20031231,20031215,8:32:10,20031015,22:07:00,0.0393,20040121,17:49:00
NFLX,NETFLIX INC.,20031016,220,57596,1,EPS,0.0371,20031231,20031016,12:04:36,20031016,7:11:00,0.0393,20040121,17:49:00
NFLX,NETFLIX INC.,20031016,481,81599,1,EPS,0.0371,20031231,20031016,10:25:58,20031016,9:13:00,0.0393,20040121,17:49:00
NFLX,NETFLIX INC.,20031016,2227,89663,1,EPS,0.0336,20031231,20031016,13:47:43,20031016,9:01:00,0.0393,20040121,17:49:00
NFLX,NETFLIX INC.,20031016,1212,54636,1,EPS,0.0357,20031231,20040119,4:23:00,20031016,10:09:00,0.0393,20040121,17:49:00
NFLX,NETFLIX INC.,20031016,104,22953,1,EPS,0.0379,20031231,20040120,8:10:31,20031016,7:44:00,0.0393,20040121,17:49:00
NFLX,NETFLIX INC.,20031027,2178,1324,1,EPS,0.0157,20031231,20031027,15:13:58,20031027,15:10:00,0.0393,20040121,17:49:00
NFLX,NETFLIX INC.,20031121,1921,53012,1,EPS,0.0371,20031231,20040115,2:04:44,20031121,9:06:00,0.0393,20040121,17:49:00
NFLX,NETFLIX INC.,20031209,2178,1324,1,EPS,0.0357,20031231,20031209,12:58:12,20031206,1:00:00,0.0393,20040121,17:49:00
NFLX,NETFLIX INC.,20031218,1872,6749,1,EPS,0.0371,20031231,20040102,14:35:10,20031217,18:18:00,0.0393,20040121,17:49:00
NFLX,NETFLIX INC.,20040105,220,57596,1,EPS,0.04,20031231,20040105,13:49:03,20040105,13:48:00,0.0393,20040121,17:49:00
NFLX,NETFLIX INC.,20031016,1872,6749,6,EPS,0.01,20031231,20031215,8:32:10,20031015,22:07:00,0.0136,20040121,17:49:00
NFLX,NETFLIX INC.,20031016,2227,89663,6,EPS,0.0086,20031231,20031016,13:47:43,20031016,9:01:00,0.0136,20040121,17:49:00
NFLX,NETFLIX INC.,20031016,481,81599,6,EPS,0.0114,20031231,20031016,10:25:58,20031016,9:13:00,0.0136,20040121,17:49:00
NFLX,NETFLIX INC.,20031016,220,57596,6,EPS,0.0107,20031231,20031016,12:04:36,20031016,7:11:00,0.0136,20040121,17:49:00
NFLX,NETFLIX INC.,20031016,1212,54636,6,EPS,0.01,20031231,20031218,9:29:31,20031016,10:09:00,0.0136,20040121,17:49:00
NFLX,NETFLIX INC.,20031016,104,22953,6,EPS,0.0129,20031231,20040120,8:10:31,20031016,7:44:00,0.0136,20040121,17:49:00
NFLX,NETFLIX INC.,20031027,2178,1324,6,EPS,0.0057,20031231,20031027,15:13:58,20031027,15:10:00,0.0136,20040121,17:49:00
NFLX,NETFLIX INC.,20031121,1921,53012,6,EPS,0.0114,20031231,20040115,2:04:44,20031121,9:06:00,0.0136,20040121,17:49:00
NFLX,NETFLIX INC.,20031218,1872,6749,6,EPS,0.0114,20031231,20040102,14:35:10,20031217,18:18:00,0.0136,20040121,17:49:00
NFLX,NETFLIX INC.,20040105,220,57596,6,EPS,0.0136,20031231,20040113,13:52:29,20040105,13:48:00,0.0136,20040121,17:49:00
NFLX,NETFLIX INC.,20040122,1872,6749,6,EPS,0.0079,20040331,20040123,11:06:25,20040121,23:15:00,-0.0043,20040415,16:08:00
NFLX,NETFLIX INC.,20040122,220,57596,6,EPS,0.0064,20040331,20040122,11:03:17,20040122,10:55:00,-0.0043,20040415,16:08:00
NFLX,NETFLIX INC.,20040122,2227,89663,6,EPS,0.0064,20040331,20040122,14:59:05,20040122,14:52:00,-0.0043,20040415,16:08:00
NFLX,NETFLIX INC.,20040122,104,22953,6,EPS,0.0057,20040331,20040122,8:24:50,20040122,5:22:00,-0.0043,20040415,16:08:00
NFLX,NETFLIX INC.,20040122,1212,54636,6,EPS,0.0086,20040331,20040123,12:49:11,20040122,10:33:00,-0.0043,20040415,16:08:00
NFLX,NETFLIX INC.,20040122,1921,53012,6,EPS,0.0064,20040331,20040205,2:59:43,20040122,10:24:00,-0.0043,20040415,16:08:00
NFLX,NETFLIX INC.,20040128,481,81599,6,EPS,0.0079,20040331,20040128,10:29:29,20040128,9:42:00,-0.0043,20040415,16:08:00
NFLX,NETFLIX INC.,20040224,1872,6749,6,EPS,-0.0071,20040331,20040224,8:16:18,20040223,23:18:00,-0.0043,20040415,16:08:00
NFLX,NETFLIX INC.,20040224,1212,54636,6,EPS,-0.0029,20040331,20040401,14:30:27,20040224,10:00:00,-0.0043,20040415,16:08:00
NFLX,NETFLIX INC.,20040224,1921,53012,6,EPS,-0.0029,20040331,20040409,2:49:31,20040224,9:16:00,-0.0043,20040415,16:08:00
NFLX,NETFLIX INC.,20040225,2463,107095,6,EPS,-0.0043,20040331,20040401,11:43:59,20040224,23:45:00,-0.0043,20040415,16:08:00
NFLX,NETFLIX INC.,20040225,104,22953,6,EPS,-0.0057,20040331,20040227,8:13:48,20040225,9:19:00,-0.0043,20040415,16:08:00
NFLX,NETFLIX INC.,20040226,481,81599,6,EPS,-0.0029,20040331,20040329,9:30:46,20040226,9:20:00,-0.0043,20040415,16:08:00
NFLX,NETFLIX INC.,20040227,1872,6749,6,EPS,-0.0057,20040331,20040401,13:41:16,20040227,5:45:00,-0.0043,20040415,16:08:00
NFLX,NETFLIX INC.,20040304,2227,89663,6,EPS,-0.0029,20040331,20040304,11:55:07,20040227,12:00:00,-0.0043,20040415,16:08:00
NFLX,NETFLIX INC.,20040416,1872,6749,6,EPS,0.0171,20040630,20040629,15:13:36,20040416,8:39:00,0.0157,20040715,17:20:00
NFLX,NETFLIX INC.,20040416,1212,54636,6,EPS,0.0171,20040630,20040715,15:23:41,20040416,11:52:00,0.0157,20040715,17:20:00
NFLX,NETFLIX INC.,20040419,2463,107095,6,EPS,0.0129,20040630,20040419,11:11:21,20040416,11:26:00,0.0157,20040715,17:20:00
NFLX,NETFLIX INC.,20040420,481,81599,6,EPS,0.0171,20040630,20040420,9:10:14,20040420,8:56:00,0.0157,20040715,17:20:00
NFLX,NETFLIX INC.,20040510,100,72088,6,EPS,0.0186,20040630,20040714,14:58:31,20040510,16:20:00,0.0157,20040715,17:20:00
NFLX,NETFLIX INC.,20040518,104,107983,6,EPS,0.0171,20040630,20040713,14:41:04,20040518,5:31:00,0.0157,20040715,17:20:00
NFLX,NETFLIX INC.,20040624,2463,107095,6,EPS,0.0143,20040630,20040624,16:37:17,20040624,11:05:00,0.0157,20040715,17:20:00
NFLX,NETFLIX INC.,20040624,930,22953,6,EPS,0.0186,20040630,20040714,10:04:18,20040624,11:22:00,0.0157,20040715,17:20:00
NFLX,NETFLIX INC.,20040629,1921,70566,6,EPS,0.0186,20040630,20040714,23:39:00,20040629,9:17:00,0.0157,20040715,17:20:00
NFLX,NETFLIX INC.,20040702,1872,6749,6,EPS,0.02,20040630,20040702,12:52:29,20040702,7:55:00,0.0157,20040715,17:20:00
NFLX,NETFLIX INC.,20040706,2463,107095,6,EPS,0.0157,20040630,20040706,7:45:43,20040702,9:02:00,0.0157,20040715,17:20:00
NFLX,NETFLIX INC.,20040716,100,72088,6,EPS,0.0257,20040930,20040720,8:29:11,20040716,0:12:00,0.05,20041014,16:42:00
NFLX,NETFLIX INC.,20040716,104,107983,6,EPS,0.0271,20040930,20040907,10:17:22,20040716,4:12:00,0.05,20041014,16:42:00
NFLX,NETFLIX INC.,20040716,220,57596,6,EPS,0.0286,20040930,20040920,8:24:31,20040716,6:04:00,0.05,20041014,16:42:00
NFLX,NETFLIX INC.,20040716,1921,70566,6,EPS,0.0286,20040930,20041001,2:33:39,20040716,9:12:00,0.05,20041014,16:42:00
NFLX,NETFLIX INC.,20040716,1872,6749,6,EPS,0.0257,20040930,20041004,8:24:46,20040716,3:13:00,0.05,20041014,16:42:00
NFLX,NETFLIX INC.,20040716,1212,54636,6,EPS,0.0286,20040930,20041004,16:38:21,20040716,11:49:00,0.05,20041014,16:42:00
NFLX,NETFLIX INC.,20040716,481,81599,6,EPS,0.0229,20040930,20041004,9:09:55,20040716,9:12:00,0.05,20041014,16:42:00
NFLX,NETFLIX INC.,20040719,2463,107095,6,EPS,0.0257,20040930,20040825,15:02:47,20040716,7:08:00,0.05,20041014,16:42:00
NFLX,NETFLIX INC.,20040813,873,91571,6,EPS,0.0257,20040930,20040813,15:07:35,20040813,1:22:00,0.05,20041014,16:42:00
NFLX,NETFLIX INC.,20040929,210,77748,6,EPS,0.0243,20040930,20040929,11:14:53,20040928,16:58:00,0.05,20041014,16:42:00
NFLX,NETFLIX INC.,20041005,1872,6749,6,EPS,0.0443,20040930,20041005,8:33:04,20041004,22:09:00,0.05,20041014,16:42:00
NFLX,NETFLIX INC.,20041005,220,57596,6,EPS,0.0471,20040930,20041005,13:52:37,20041005,6:24:00,0.05,20041014,16:42:00
NFLX,NETFLIX INC.,20041005,100,72088,6,EPS,0.0457,20040930,20041005,8:34:42,20041005,0:15:00,0.05,20041014,16:42:00
NFLX,NETFLIX INC.,20041005,2463,107095,6,EPS,0.0457,20040930,20041005,14:47:53,20041005,7:32:00,0.05,20041014,16:42:00
NFLX,NETFLIX INC.,20041005,481,81599,6,EPS,0.0457,20040930,20041005,8:59:09,20041005,8:46:00,0.05,20041014,16:42:00
NFLX,NETFLIX INC.,20041005,1212,54636,6,EPS,0.0443,20040930,20041005,11:56:09,20041005,11:28:00,0.05,20041014,16:42:00
NFLX,NETFLIX INC.,20041005,210,77748,6,EPS,0.0443,20040930,20041005,15:39:00,20041005,14:24:00,0.05,20041014,16:42:00
NFLX,NETFLIX INC.,20041005,873,91571,6,EPS,0.0457,20040930,20041005,8:35:46,20041005,1:17:00,0.05,20041014,16:42:00
NFLX,NETFLIX INC.,20041005,1921,70566,6,EPS,0.0471,20040930,20041006,3:35:32,20041005,12:58:00,0.05,20041014,16:42:00
NFLX,NETFLIX INC.,20041005,104,107983,6,EPS,0.0429,20040930,20041013,10:28:40,20041005,4:12:00,0.05,20041014,16:42:00
NFLX,NETFLIX INC.,20041005,930,22953,6,EPS,0.0457,20040930,20041014,9:23:38,20041005,13:31:00,0.05,20041014,16:42:00
NFLX,NETFLIX INC.,20040122,1872,6749,1,EPS,0.0893,20041231,20040123,11:06:25,20040121,23:15:00,0.0814,20050124,16:05:00
NFLX,NETFLIX INC.,20040122,2227,89663,1,EPS,0.0857,20041231,20040122,14:59:05,20040122,14:52:00,0.0814,20050124,16:05:00
NFLX,NETFLIX INC.,20040122,220,57596,1,EPS,0.0943,20041231,20040122,11:02:20,20040122,10:55:00,0.0814,20050124,16:05:00
NFLX,NETFLIX INC.,20040122,104,22953,1,EPS,0.0921,20041231,20040123,11:09:06,20040122,5:22:00,0.0814,20050124,16:05:00
NFLX,NETFLIX INC.,20040122,1921,53012,1,EPS,0.0907,20041231,20040205,2:59:43,20040122,10:24:00,0.0814,20050124,16:05:00
NFLX,NETFLIX INC.,20040122,1212,54636,1,EPS,0.0979,20041231,20040224,10:11:16,20040122,10:33:00,0.0814,20050124,16:05:00
NFLX,NETFLIX INC.,20040128,481,81599,1,EPS,0.0971,20041231,20040226,9:29:25,20040128,9:42:00,0.0814,20050124,16:05:00
NFLX,NETFLIX INC.,20040224,1872,6749,1,EPS,0.0857,20041231,20040224,8:16:17,20040223,23:18:00,0.0814,20050124,16:05:00
NFLX,NETFLIX INC.,20040224,220,57596,1,EPS,0.0886,20041231,20040224,8:18:05,20040224,6:46:00,0.0814,20050124,16:05:00
NFLX,NETFLIX INC.,20040224,1921,53012,1,EPS,0.0857,20041231,20040226,8:21:43,20040224,9:16:00,0.0814,20050124,16:05:00
NFLX,NETFLIX INC.,20040225,2463,107095,1,EPS,0.0686,20041231,20040401,11:43:59,20040224,23:45:00,0.0814,20050124,16:05:00
NFLX,NETFLIX INC.,20040225,104,22953,1,EPS,0.0586,20041231,20040227,8:13:48,20040225,9:19:00,0.0814,20050124,16:05:00
NFLX,NETFLIX INC.,20040227,220,57596,1,EPS,0.0671,20041231,20040227,12:35:55,20040227,12:01:00,0.0814,20050124,16:05:00
NFLX,NETFLIX INC.,20040227,1212,54636,1,EPS,0.07,20041231,20040401,14:30:27,20040227,11:38:00,0.0814,20050124,16:05:00
NFLX,NETFLIX INC.,20040227,1872,6749,1,EPS,0.0643,20041231,20040401,13:41:16,20040227,5:45:00,0.0814,20050124,16:05:00
NFLX,NETFLIX INC.,20040227,1921,53012,1,EPS,0.0686,20041231,20040409,2:49:31,20040227,9:06:00,0.0814,20050124,16:05:00
NFLX,NETFLIX INC.,20040304,2227,89663,1,EPS,0.0686,20041231,20040304,11:55:07,20040227,12:00:00,0.0814,20050124,16:05:00
NFLX,NETFLIX INC.,20040329,481,81599,1,EPS,0.0729,20041231,20040331,4:59:06,20040329,9:01:00,0.0814,20050124,16:05:00
NFLX,NETFLIX INC.,20040331,2178,1324,1,EPS,0.0929,20041231,20040331,8:09:26,20040302,1:00:00,0.0814,20050124,16:05:00
NFLX,NETFLIX INC.,20040416,1872,6749,1,EPS,0.0671,20041231,20040629,15:13:36,20040416,8:39:00,0.0814,20050124,16:05:00
NFLX,NETFLIX INC.,20040416,220,57596,1,EPS,0.0714,20041231,20040702,12:50:04,20040416,8:09:00,0.0814,20050124,16:05:00
NFLX,NETFLIX INC.,20040416,1212,54636,1,EPS,0.0714,20041231,20041004,16:38:21,20040416,11:52:00,0.0814,20050124,16:05:00
NFLX,NETFLIX INC.,20040419,2463,107095,1,EPS,0.0614,20041231,20040419,11:11:21,20040416,11:26:00,0.0814,20050124,16:05:00
NFLX,NETFLIX INC.,20040420,481,81599,1,EPS,0.07,20041231,20040420,9:10:13,20040420,8:56:00,0.0814,20050124,16:05:00
NFLX,NETFLIX INC.,20040510,100,72088,1,EPS,0.0743,20041231,20040702,11:47:12,20040510,16:20:00,0.0814,20050124,16:05:00
NFLX,NETFLIX INC.,20040518,104,107983,1,EPS,0.0614,20041231,20040702,12:58:03,20040518,5:31:00,0.0814,20050124,16:05:00
NFLX,NETFLIX INC.,20040603,2487,58823,1,EPS,0.0714,20041231,20040716,16:49:52,20040602,8:10:00,0.0814,20050124,16:05:00
NFLX,NETFLIX INC.,20040624,2463,107095,1,EPS,0.0671,20041231,20040624,16:37:16,20040624,11:05:00,0.0814,20050124,16:05:00
NFLX,NETFLIX INC.,20040624,930,22953,1,EPS,0.0743,20041231,20040714,10:04:18,20040624,11:22:00,0.0814,20050124,16:05:00
NFLX,NETFLIX INC.,20040629,1921,70566,1,EPS,0.0786,20041231,20040714,23:39:00,20040629,9:17:00,0.0814,20050124,16:05:00
NFLX,NETFLIX INC.,20040702,1872,6749,1,EPS,0.0714,20041231,20040702,12:52:29,20040702,7:55:00,0.0814,20050124,16:05:00
NFLX,NETFLIX INC.,20040706,2463,107095,1,EPS,0.0657,20041231,20040706,7:45:43,20040702,9:02:00,0.0814,20050124,16:05:00
NFLX,NETFLIX INC.,20040716,930,22953,1,EPS,0.07,20041231,20040716,10:11:51,20040716,9:34:00,0.0814,20050124,16:05:00
NFLX,NETFLIX INC.,20040716,100,72088,1,EPS,0.07,20041231,20040720,8:29:11,20040716,0:12:00,0.0814,20050124,16:05:00
NFLX,NETFLIX INC.,20040716,104,107983,1,EPS,0.0671,20041231,20040907,10:17:22,20040716,4:12:00,0.0814,20050124,16:05:00
NFLX,NETFLIX INC.,20040716,1921,70566,1,EPS,0.0714,20041231,20041001,2:33:39,20040716,9:12:00,0.0814,20050124,16:05:00
NFLX,NETFLIX INC.,20040716,1872,6749,1,EPS,0.0643,20041231,20041004,8:24:46,20040716,3:13:00,0.0814,20050124,16:05:00
NFLX,NETFLIX INC.,20040716,220,57596,1,EPS,0.0771,20041231,20041004,15:41:57,20040716,6:04:00,0.0814,20050124,16:05:00
NFLX,NETFLIX INC.,20040716,481,81599,1,EPS,0.0614,20041231,20041004,9:09:55,20040716,9:12:00,0.0814,20050124,16:05:00
NFLX,NETFLIX INC.,20040719,2463,107095,1,EPS,0.065,20041231,20040719,9:01:39,20040716,7:08:00,0.0814,20050124,16:05:00
NFLX,NETFLIX INC.,20040812,2487,58823,1,EPS,0.0643,20041231,20040812,15:06:21,20040812,10:17:00,0.0814,20050124,16:05:00
NFLX,NETFLIX INC.,20040813,873,91571,1,EPS,0.0629,20041231,20040813,15:07:25,20040813,3:24:00,0.0814,20050124,16:05:00
NFLX,NETFLIX INC.,20040825,2463,107095,1,EPS,0.0629,20041231,20040825,15:02:47,20040825,15:02:00,0.0814,20050124,16:05:00
NFLX,NETFLIX INC.,20040929,210,77748,1,EPS,0.0671,20041231,20040929,11:14:53,20040928,16:58:00,0.0814,20050124,16:05:00
NFLX,NETFLIX INC.,20041005,1872,6749,1,EPS,0.0929,20041231,20041005,8:33:04,20041004,22:09:00,0.0814,20050124,16:05:00
NFLX,NETFLIX INC.,20041005,100,72088,1,EPS,0.1029,20041231,20041005,8:34:42,20041005,0:15:00,0.0814,20050124,16:05:00
NFLX,NETFLIX INC.,20041005,220,57596,1,EPS,0.1029,20041231,20041005,8:37:53,20041005,6:21:00,0.0814,20050124,16:05:00
NFLX,NETFLIX INC.,20041005,2463,107095,1,EPS,0.0986,20041231,20041005,14:47:53,20041005,7:32:00,0.0814,20050124,16:05:00
NFLX,NETFLIX INC.,20041005,1212,54636,1,EPS,0.09,20041231,20041005,11:56:09,20041005,11:28:00,0.0814,20050124,16:05:00
NFLX,NETFLIX INC.,20041005,210,77748,1,EPS,0.0957,20041231,20041005,15:39:00,20041005,14:24:00,0.0814,20050124,16:05:00
NFLX,NETFLIX INC.,20041005,481,81599,1,EPS,0.1057,20041231,20041005,8:59:08,20041005,8:46:00,0.0814,20050124,16:05:00
NFLX,NETFLIX INC.,20041005,873,91571,1,EPS,0.0929,20041231,20041005,8:35:46,20041005,1:17:00,0.0814,20050124,16:05:00
NFLX,NETFLIX INC.,20041005,104,107983,1,EPS,0.0814,20041231,20041006,13:08:20,20041005,4:12:00,0.0814,20050124,16:05:00
NFLX,NETFLIX INC.,20041005,1921,70566,1,EPS,0.0986,20041231,20041006,3:35:32,20041005,12:58:00,0.0814,20050124,16:05:00
NFLX,NETFLIX INC.,20041005,930,22953,1,EPS,0.1057,20041231,20041014,9:23:38,20041005,13:31:00,0.0814,20050124,16:05:00
NFLX,NETFLIX INC.,20041015,930,22953,1,EPS,0.0771,20041231,20041015,9:28:11,20041015,7:36:00,0.0814,20050124,16:05:00
NFLX,NETFLIX INC.,20041015,1212,54636,1,EPS,0.08,20041231,20041015,10:40:58,20041015,9:27:00,0.0814,20050124,16:05:00
NFLX,NETFLIX INC.,20041015,210,77748,1,EPS,0.0757,20041231,20041015,11:25:34,20041015,9:47:00,0.0814,20050124,16:05:00
NFLX,NETFLIX INC.,20041015,2487,58823,1,EPS,0.07,20041231,20041018,8:22:03,20041015,7:39:00,0.0814,20050124,16:05:00
NFLX,NETFLIX INC.,20041015,1921,70566,1,EPS,0.07,20041231,20041117,8:08:04,20041015,9:12:00,0.0814,20050124,16:05:00
NFLX,NETFLIX INC.,20041015,100,72088,1,EPS,0.08,20041231,20041118,8:58:48,20041015,7:06:00,0.0814,20050124,16:05:00
NFLX,NETFLIX INC.,20041015,2463,107095,1,EPS,0.08,20041231,20041118,9:45:38,20041015,12:19:00,0.0814,20050124,16:05:00
NFLX,NETFLIX INC.,20041015,481,81599,1,EPS,0.0771,20041231,20041119,13:35:40,20041015,9:12:00,0.0814,20050124,16:05:00
NFLX,NETFLIX INC.,20041015,1872,6749,1,EPS,0.0743,20041231,20041210,9:00:40,20041015,7:54:00,0.0814,20050124,16:05:00
